id,source,target,type,amount,amount_note,date_range,url,confidence,needs_human_review,matched_text
current_affiliation_author_Petr_Simecek1_inst_Masaryk_University,author_Petr_Simecek1,inst_Masaryk_University,current_affiliation,,,,,,,
past_affiliation_author_Petr_Simecek1_inst_The_Jackson_Laboratory,author_Petr_Simecek1,inst_The_Jackson_Laboratory,past_affiliation,,,,,,,
past_affiliation_author_Petr_Simecek1_inst_Institute_of_Molecular_Genetics_in_Prague,author_Petr_Simecek1,inst_Institute_of_Molecular_Genetics_in_Prague,past_affiliation,,,,,,,
current_affiliation_author_Tia_Pope1_inst_North_Carolina_A_T_State_University,author_Tia_Pope1,inst_North_Carolina_A_T_State_University,current_affiliation,,,,,,,
current_affiliation_author_Armaity_Katki1_inst_University_of_Georgia,author_Armaity_Katki1,inst_University_of_Georgia,current_affiliation,,,,,,,
current_affiliation_author_Nathan_Choi1_inst_California_State_University__Fullerton,author_Nathan_Choi1,inst_California_State_University__Fullerton,current_affiliation,,,,,,,
current_affiliation_author_Nathan_Choi1_inst_OpenQQuantify,author_Nathan_Choi1,inst_OpenQQuantify,current_affiliation,,,,,,,
current_affiliation_author_Son_Sophak_Otra1_inst_Fort_hays_State_University,author_Son_Sophak_Otra1,inst_Fort_hays_State_University,current_affiliation,,,,,,,
current_affiliation_author_George_Flint1_inst_University_of_California__Berkeley,author_George_Flint1,inst_University_of_California__Berkeley,current_affiliation,,,,,,,
current_affiliation_author_Bryce_Cai1_inst_SecureBio,author_Bryce_Cai1,inst_SecureBio,current_affiliation,,,,,,,
past_affiliation_author_Bryce_Cai1_inst_Stanford_University,author_Bryce_Cai1,inst_Stanford_University,past_affiliation,,,,,,,
current_affiliation_author_Geetha_Jeyapragasan1_inst_University_of_California__Berkeley,author_Geetha_Jeyapragasan1,inst_University_of_California__Berkeley,current_affiliation,,,,,,,
current_affiliation_author_Samira_Nedungadi1_inst_SecureBio,author_Samira_Nedungadi1,inst_SecureBio,current_affiliation,,,,,,,
past_affiliation_author_Samira_Nedungadi1_inst_Pomona_College,author_Samira_Nedungadi1,inst_Pomona_College,past_affiliation,,,,,,,
current_affiliation_author_Jake_Yukich1_inst_SecureBio,author_Jake_Yukich1,inst_SecureBio,current_affiliation,,,,,,,
current_affiliation_author_Seth_Donoughe1_inst_SecureBio,author_Seth_Donoughe1,inst_SecureBio,current_affiliation,,,,,,,
past_affiliation_author_Seth_Donoughe1_inst_University_of_Chicago,author_Seth_Donoughe1,inst_University_of_Chicago,past_affiliation,,,,,,,
past_affiliation_author_Seth_Donoughe1_inst_Harvard_University,author_Seth_Donoughe1,inst_Harvard_University,past_affiliation,,,,,,,
past_affiliation_author_Seth_Donoughe1_inst_University_of_Pennsylvania,author_Seth_Donoughe1,inst_University_of_Pennsylvania,past_affiliation,,,,,,,
past_affiliation_author_Seth_Donoughe1_inst_Swarthmore_College,author_Seth_Donoughe1,inst_Swarthmore_College,past_affiliation,,,,,,,
current_affiliation_author_Michael_Cardei1_inst_University_of_Virginia__Charlottesville,author_Michael_Cardei1,inst_University_of_Virginia__Charlottesville,current_affiliation,,,,,,,
past_affiliation_author_Michael_Cardei1_inst_University_of_Florida,author_Michael_Cardei1,inst_University_of_Florida,past_affiliation,,,,,,,
current_affiliation_author_Jacob_K_Christopher1_inst_University_of_Virginia__Charlottesville,author_Jacob_K_Christopher1,inst_University_of_Virginia__Charlottesville,current_affiliation,,,,,,,
past_affiliation_author_Jacob_K_Christopher1_inst_Syracuse_University,author_Jacob_K_Christopher1,inst_Syracuse_University,past_affiliation,,,,,,,
past_affiliation_author_Jacob_K_Christopher1_inst_Gordon_College,author_Jacob_K_Christopher1,inst_Gordon_College,past_affiliation,,,,,,,
current_affiliation_author_Bhavya_Kailkhura1_inst_Lawrence_Livermore_National_Laboratory,author_Bhavya_Kailkhura1,inst_Lawrence_Livermore_National_Laboratory,current_affiliation,,,,,,,
past_affiliation_author_Bhavya_Kailkhura1_inst_Syracuse_University,author_Bhavya_Kailkhura1,inst_Syracuse_University,past_affiliation,,,,,,,
current_affiliation_author_Thomas_Hartvigsen1_inst_University_of_Virginia__Charlottesville,author_Thomas_Hartvigsen1,inst_University_of_Virginia__Charlottesville,current_affiliation,,,,,,,
past_affiliation_author_Thomas_Hartvigsen1_inst_Massachusetts_Institute_of_Technology,author_Thomas_Hartvigsen1,inst_Massachusetts_Institute_of_Technology,past_affiliation,,,,,,,
past_affiliation_author_Thomas_Hartvigsen1_inst_Worcester_Polytechnic_Institute,author_Thomas_Hartvigsen1,inst_Worcester_Polytechnic_Institute,past_affiliation,,,,,,,
past_affiliation_author_Thomas_Hartvigsen1_inst_SUNY_Geneseo,author_Thomas_Hartvigsen1,inst_SUNY_Geneseo,past_affiliation,,,,,,,
current_affiliation_author_Ferdinando_Fioretto1_inst_University_of_Virginia,author_Ferdinando_Fioretto1,inst_University_of_Virginia,current_affiliation,,,,,,,
past_affiliation_author_Ferdinando_Fioretto1_inst_Syracuse_University,author_Ferdinando_Fioretto1,inst_Syracuse_University,past_affiliation,,,,,,,
past_affiliation_author_Ferdinando_Fioretto1_inst_Georgia_Institute_of_Technology,author_Ferdinando_Fioretto1,inst_Georgia_Institute_of_Technology,past_affiliation,,,,,,,
past_affiliation_author_Ferdinando_Fioretto1_inst_University_of_Michigan,author_Ferdinando_Fioretto1,inst_University_of_Michigan,past_affiliation,,,,,,,
past_affiliation_author_Ferdinando_Fioretto1_inst_University_of_Udine,author_Ferdinando_Fioretto1,inst_University_of_Udine,past_affiliation,,,,,,,
past_affiliation_author_Ferdinando_Fioretto1_inst_New_Mexico_State_University,author_Ferdinando_Fioretto1,inst_New_Mexico_State_University,past_affiliation,,,,,,,
current_affiliation_author_Boyi_Wei2_inst_Princeton_University,author_Boyi_Wei2,inst_Princeton_University,current_affiliation,,,,,,,
past_affiliation_author_Boyi_Wei2_inst_University_of_California__Irvine,author_Boyi_Wei2,inst_University_of_California__Irvine,past_affiliation,,,,,,,
past_affiliation_author_Boyi_Wei2_inst_University_of_Science_and_Technology_of_China,author_Boyi_Wei2,inst_University_of_Science_and_Technology_of_China,past_affiliation,,,,,,,
past_affiliation_author_Boyi_Wei2_inst_Georgia_Institute_of_Technology,author_Boyi_Wei2,inst_Georgia_Institute_of_Technology,past_affiliation,,,,,,,
current_affiliation_author_Zora_Che1_inst_University_of_Maryland__College_Park,author_Zora_Che1,inst_University_of_Maryland__College_Park,current_affiliation,,,,,,,
past_affiliation_author_Zora_Che1_inst_Boston_University,author_Zora_Che1,inst_Boston_University,past_affiliation,,,,,,,
current_affiliation_author_Nathaniel_Li1_inst_Scale_AI,author_Nathaniel_Li1,inst_Scale_AI,current_affiliation,,,,,,,
past_affiliation_author_Nathaniel_Li1_inst_Center_for_AI_Safety,author_Nathaniel_Li1,inst_Center_for_AI_Safety,past_affiliation,,,,,,,
past_affiliation_author_Nathaniel_Li1_inst_University_of_California__Berkeley,author_Nathaniel_Li1,inst_University_of_California__Berkeley,past_affiliation,,,,,,,
current_affiliation_author_Jasper_G_tting1_inst_SecureBio,author_Jasper_G_tting1,inst_SecureBio,current_affiliation,,,,,,,
current_affiliation_author_Julian_Michael1_inst_Meta,author_Julian_Michael1,inst_Meta,current_affiliation,,,,,,,
current_affiliation_author_Julian_Michael1_inst_Scale_AI,author_Julian_Michael1,inst_Scale_AI,current_affiliation,,,,,,,
past_affiliation_author_Julian_Michael1_inst_New_York_University,author_Julian_Michael1,inst_New_York_University,past_affiliation,,,,,,,
past_affiliation_author_Julian_Michael1_inst_University_of_Washington,author_Julian_Michael1,inst_University_of_Washington,past_affiliation,,,,,,,
past_affiliation_author_Julian_Michael1_inst_University_of_Texas_at_Austin,author_Julian_Michael1,inst_University_of_Texas_at_Austin,past_affiliation,,,,,,,
current_affiliation_author_Summer_Yue2_inst_Scale_AI,author_Summer_Yue2,inst_Scale_AI,current_affiliation,,,,,,,
past_affiliation_author_Summer_Yue2_inst_Google,author_Summer_Yue2,inst_Google,past_affiliation,,,,,,,
current_affiliation_author_Dan_Hendrycks1_inst_Center_for_AI_Safety,author_Dan_Hendrycks1,inst_Center_for_AI_Safety,current_affiliation,,,,,,,
past_affiliation_author_Dan_Hendrycks1_inst_University_of_California__Berkeley,author_Dan_Hendrycks1,inst_University_of_California__Berkeley,past_affiliation,,,,,,,
current_affiliation_author_Peter_Henderson1_inst_Princeton_University,author_Peter_Henderson1,inst_Princeton_University,current_affiliation,,,,,,,
past_affiliation_author_Peter_Henderson1_inst_Stanford_University,author_Peter_Henderson1,inst_Stanford_University,past_affiliation,,,,,,,
past_affiliation_author_Peter_Henderson1_inst_Amazon,author_Peter_Henderson1,inst_Amazon,past_affiliation,,,,,,,
past_affiliation_author_Peter_Henderson1_inst_McGill_University,author_Peter_Henderson1,inst_McGill_University,past_affiliation,,,,,,,
past_affiliation_author_Peter_Henderson1_inst_Montreal_Institute_for_Learning_Algorithms__University_of_Montreal__University_o,author_Peter_Henderson1,inst_Montreal_Institute_for_Learning_Algorithms__University_of_Montreal__University_o,past_affiliation,,,,,,,
current_affiliation_author_Zifan_Wang1_inst_Scale_AI,author_Zifan_Wang1,inst_Scale_AI,current_affiliation,,,,,,,
past_affiliation_author_Zifan_Wang1_inst_Center_for_AI_Safety,author_Zifan_Wang1,inst_Center_for_AI_Safety,past_affiliation,,,,,,,
past_affiliation_author_Zifan_Wang1_inst_Carnegie_Mellon_University,author_Zifan_Wang1,inst_Carnegie_Mellon_University,past_affiliation,,,,,,,
current_affiliation_author_Mantas_Mazeika3_inst_Center_for_AI_Safety,author_Mantas_Mazeika3,inst_Center_for_AI_Safety,current_affiliation,,,,,,,
past_affiliation_author_Mantas_Mazeika3_inst_University_of_Illinois__Urbana_Champaign,author_Mantas_Mazeika3,inst_University_of_Illinois__Urbana_Champaign,past_affiliation,,,,,,,
past_affiliation_author_Mantas_Mazeika3_inst_University_of_Chicago,author_Mantas_Mazeika3,inst_University_of_Chicago,past_affiliation,,,,,,,
current_affiliation_author_Huixin_Zhan1_inst_New_Mexico_Institute_of_Mining___Technology,author_Huixin_Zhan1,inst_New_Mexico_Institute_of_Mining___Technology,current_affiliation,,,,,,,
current_affiliation_author_Huixin_Zhan1_inst_Cedars_Sinai_Medical_Center,author_Huixin_Zhan1,inst_Cedars_Sinai_Medical_Center,current_affiliation,,,,,,,
past_affiliation_author_Huixin_Zhan1_inst_Texas_Tech_University,author_Huixin_Zhan1,inst_Texas_Tech_University,past_affiliation,,,,,,,
past_affiliation_author_Huixin_Zhan1_inst_University_of_Texas__San_Antonio,author_Huixin_Zhan1,inst_University_of_Texas__San_Antonio,past_affiliation,,,,,,,
past_affiliation_author_Huixin_Zhan1_inst_Nanjing_University_of_Science_and_Technology,author_Huixin_Zhan1,inst_Nanjing_University_of_Science_and_Technology,past_affiliation,,,,,,,
current_affiliation_author_Joschka_Braun1_inst_MATS,author_Joschka_Braun1,inst_MATS,current_affiliation,,,,,,,
current_affiliation_author_Joschka_Braun1_inst_University_of_Cambridge,author_Joschka_Braun1,inst_University_of_Cambridge,current_affiliation,,,,,,,
current_affiliation_author_Joschka_Braun1_inst_Eberhard_Karls_Universit_t_T_bingen,author_Joschka_Braun1,inst_Eberhard_Karls_Universit_t_T_bingen,current_affiliation,,,,,,,
current_affiliation_author_Yeonwoo_Jang1_inst_MATS,author_Yeonwoo_Jang1,inst_MATS,current_affiliation,,,,,,,
past_affiliation_author_Yeonwoo_Jang1_inst_University_of_Oxford,author_Yeonwoo_Jang1,inst_University_of_Oxford,past_affiliation,,,,,,,
past_affiliation_author_Yeonwoo_Jang1_inst_Imperial_College_London,author_Yeonwoo_Jang1,inst_Imperial_College_London,past_affiliation,,,,,,,
current_affiliation_author_Damon_Falck1_inst_MATS,author_Damon_Falck1,inst_MATS,current_affiliation,,,,,,,
past_affiliation_author_Damon_Falck1_inst_University_of_Oxford,author_Damon_Falck1,inst_University_of_Oxford,past_affiliation,,,,,,,
current_affiliation_author_Roland_S__Zimmermann1_inst_Google_DeepMind,author_Roland_S__Zimmermann1,inst_Google_DeepMind,current_affiliation,,,,,,,
past_affiliation_author_Roland_S__Zimmermann1_inst_Eberhard_Karls_Universit_t_T_bingen,author_Roland_S__Zimmermann1,inst_Eberhard_Karls_Universit_t_T_bingen,past_affiliation,,,,,,,
past_affiliation_author_Roland_S__Zimmermann1_inst_Max_Planck_Institute_for_Intelligent_Systems,author_Roland_S__Zimmermann1,inst_Max_Planck_Institute_for_Intelligent_Systems,past_affiliation,,,,,,,
past_affiliation_author_Roland_S__Zimmermann1_inst_Google,author_Roland_S__Zimmermann1,inst_Google,past_affiliation,,,,,,,
past_affiliation_author_Roland_S__Zimmermann1_inst_Volkswagen_Group_Research,author_Roland_S__Zimmermann1,inst_Volkswagen_Group_Research,past_affiliation,,,,,,,
part_of_dept_Google_DeepMind_AGI_Safety_and_Alignment_Team_inst_Google_DeepMind,dept_Google_DeepMind_AGI_Safety_and_Alignment_Team,inst_Google_DeepMind,part_of,,,,,,,
current_affiliation_author_David_Lindner1_dept_Google_DeepMind_AGI_Safety_and_Alignment_Team,author_David_Lindner1,dept_Google_DeepMind_AGI_Safety_and_Alignment_Team,current_affiliation,,,,,,,
current_affiliation_author_Scott_Emmons1_inst_Anthropic,author_Scott_Emmons1,inst_Anthropic,current_affiliation,,,,,,,
current_affiliation_author_Scott_Emmons1_inst_Google_DeepMind,author_Scott_Emmons1,inst_Google_DeepMind,current_affiliation,,,,,,,
past_affiliation_author_Scott_Emmons1_inst_University_of_California_Berkeley,author_Scott_Emmons1,inst_University_of_California_Berkeley,past_affiliation,,,,,,,
past_affiliation_author_Scott_Emmons1_inst_University_of_North_Carolina__Chapel_Hill,author_Scott_Emmons1,inst_University_of_North_Carolina__Chapel_Hill,past_affiliation,,,,,,,
past_affiliation_author_Scott_Emmons1_inst_Indiana_University,author_Scott_Emmons1,inst_Indiana_University,past_affiliation,,,,,,,
current_affiliation_author_Kyle_O_Brien1_inst_Microsoft,author_Kyle_O_Brien1,inst_Microsoft,current_affiliation,,,,,,,
current_affiliation_author_Stephen_Casper1_inst_Massachusetts_Institute_of_Technology,author_Stephen_Casper1,inst_Massachusetts_Institute_of_Technology,current_affiliation,,,,,,,
past_affiliation_author_Stephen_Casper1_inst_Harvard_University,author_Stephen_Casper1,inst_Harvard_University,past_affiliation,,,,,,,
current_affiliation_author_Quentin_Gregory_Anthony1_inst_Zyphra_Technologies,author_Quentin_Gregory_Anthony1,inst_Zyphra_Technologies,current_affiliation,,,,,,,
current_affiliation_author_Quentin_Gregory_Anthony1_inst_EleutherAI,author_Quentin_Gregory_Anthony1,inst_EleutherAI,current_affiliation,,,,,,,
current_affiliation_author_Quentin_Gregory_Anthony1_inst_Ohio_State_University__Columbus,author_Quentin_Gregory_Anthony1,inst_Ohio_State_University__Columbus,current_affiliation,,,,,,,
current_affiliation_author_Tomek_Korbak1_inst_UK_AI_Security_Institute,author_Tomek_Korbak1,inst_UK_AI_Security_Institute,current_affiliation,,,,,,,
past_affiliation_author_Tomek_Korbak1_inst_Anthropic,author_Tomek_Korbak1,inst_Anthropic,past_affiliation,,,,,,,
past_affiliation_author_Tomek_Korbak1_inst_New_York_University,author_Tomek_Korbak1,inst_New_York_University,past_affiliation,,,,,,,
past_affiliation_author_Tomek_Korbak1_inst_University_of_Sussex,author_Tomek_Korbak1,inst_University_of_Sussex,past_affiliation,,,,,,,
current_affiliation_author_Robert_Kirk1_inst_UK_AI_Safety_Institute,author_Robert_Kirk1,inst_UK_AI_Safety_Institute,current_affiliation,,,,,,,
past_affiliation_author_Robert_Kirk1_inst_University_College_London,author_Robert_Kirk1,inst_University_College_London,past_affiliation,,,,,,,
past_affiliation_author_Robert_Kirk1_inst_Facebook,author_Robert_Kirk1,inst_Facebook,past_affiliation,,,,,,,
past_affiliation_author_Robert_Kirk1_inst_University_of_Oxford,author_Robert_Kirk1,inst_University_of_Oxford,past_affiliation,,,,,,,
current_affiliation_author_Xander_Davies1_inst_UK_AI_Security_Institute,author_Xander_Davies1,inst_UK_AI_Security_Institute,current_affiliation,,,,,,,
current_affiliation_author_Xander_Davies1_inst_University_of_Oxford,author_Xander_Davies1,inst_University_of_Oxford,current_affiliation,,,,,,,
past_affiliation_author_Xander_Davies1_inst_Harvard_University,author_Xander_Davies1,inst_Harvard_University,past_affiliation,,,,,,,
current_affiliation_author_Ishan_Mishra3_inst_AI_Security_Institute,author_Ishan_Mishra3,inst_AI_Security_Institute,current_affiliation,,,,,,,
current_affiliation_author_Geoffrey_Irving2_inst_UK_AI_Security_Institute,author_Geoffrey_Irving2,inst_UK_AI_Security_Institute,current_affiliation,,,,,,,
past_affiliation_author_Geoffrey_Irving2_inst_DeepMind,author_Geoffrey_Irving2,inst_DeepMind,past_affiliation,,,,,,,
past_affiliation_author_Geoffrey_Irving2_inst_OpenAI,author_Geoffrey_Irving2,inst_OpenAI,past_affiliation,,,,,,,
past_affiliation_author_Geoffrey_Irving2_inst_Google_Brain,author_Geoffrey_Irving2,inst_Google_Brain,past_affiliation,,,,,,,
current_affiliation_author_Yarin_Gal1_inst_University_of_Oxford,author_Yarin_Gal1,inst_University_of_Oxford,current_affiliation,,,,,,,
current_affiliation_author_Stella_Biderman1_inst_EleutherAI,author_Stella_Biderman1,inst_EleutherAI,current_affiliation,,,,,,,
current_affiliation_author_Stella_Biderman1_inst_Booz_Allen_Hamilton,author_Stella_Biderman1,inst_Booz_Allen_Hamilton,current_affiliation,,,,,,,
past_affiliation_author_Stella_Biderman1_inst_Georgia_Institute_of_Technology,author_Stella_Biderman1,inst_Georgia_Institute_of_Technology,past_affiliation,,,,,,,
past_affiliation_author_Stella_Biderman1_inst_University_of_Chicago,author_Stella_Biderman1,inst_University_of_Chicago,past_affiliation,,,,,,,
current_affiliation_author_Ruofan_Jin1_inst_Zhejiang_University,author_Ruofan_Jin1,inst_Zhejiang_University,current_affiliation,,,,,,,
current_affiliation_author_Mengdi_Wang1_inst_Princeton_University,author_Mengdi_Wang1,inst_Princeton_University,current_affiliation,,,,,,,
past_affiliation_author_Mengdi_Wang1_inst_Massachusetts_Institute_of_Technology,author_Mengdi_Wang1,inst_Massachusetts_Institute_of_Technology,past_affiliation,,,,,,,
past_affiliation_author_Mengdi_Wang1_inst_Tsinghua_University,author_Mengdi_Wang1,inst_Tsinghua_University,past_affiliation,,,,,,,
current_affiliation_author_Le_Cong2_inst_Stanford_University,author_Le_Cong2,inst_Stanford_University,current_affiliation,,,,,,,
past_affiliation_author_Le_Cong2_inst_Broad_Institute,author_Le_Cong2,inst_Broad_Institute,past_affiliation,,,,,,,
past_affiliation_author_Le_Cong2_inst_Harvard_University,author_Le_Cong2,inst_Harvard_University,past_affiliation,,,,,,,
past_affiliation_author_Le_Cong2_inst_Tsinghua_University,author_Le_Cong2,inst_Tsinghua_University,past_affiliation,,,,,,,
current_affiliation_author_Zhenghong_Zhou2_inst_Shanghai_Jiaotong_University,author_Zhenghong_Zhou2,inst_Shanghai_Jiaotong_University,current_affiliation,,,,,,,
current_affiliation_author_Shuo_Chen12_inst_Siemens_Corporate_Research,author_Shuo_Chen12,inst_Siemens_Corporate_Research,current_affiliation,,,,,,,
current_affiliation_author_Shuo_Chen12_inst_University_of_Munich__Ludwig_Maximilians_Universit_t_M_nchen,author_Shuo_Chen12,inst_University_of_Munich__Ludwig_Maximilians_Universit_t_M_nchen,current_affiliation,,,,,,,
current_affiliation_author_Shuo_Chen12_inst_Amazon,author_Shuo_Chen12,inst_Amazon,current_affiliation,,,,,,,
past_affiliation_author_Shuo_Chen12_inst_Sun_Yat_Sen_University,author_Shuo_Chen12,inst_Sun_Yat_Sen_University,past_affiliation,,,,,,,
current_affiliation_author_Zonggen_Li1_inst_University_of_Hong_Kong,author_Zonggen_Li1,inst_University_of_Hong_Kong,current_affiliation,,,,,,,
current_affiliation_author_Zonggen_Li1_inst_Technical_University_of_Munich,author_Zonggen_Li1,inst_Technical_University_of_Munich,current_affiliation,,,,,,,
past_affiliation_author_Zonggen_Li1_inst_LMU_Munich,author_Zonggen_Li1,inst_LMU_Munich,past_affiliation,,,,,,,
current_affiliation_author_Zhen_Han3_inst_Amazon,author_Zhen_Han3,inst_Amazon,current_affiliation,,,,,,,
past_affiliation_author_Zhen_Han3_inst_Ludwig_Maximilian_University_of_Munich,author_Zhen_Han3,inst_Ludwig_Maximilian_University_of_Munich,past_affiliation,,,,,,,
past_affiliation_author_Zhen_Han3_inst_Technical_University_Munich,author_Zhen_Han3,inst_Technical_University_Munich,past_affiliation,,,,,,,
part_of_dept_LMU_Munich_Chair_of_Database_Systems_and_Data_Mining_inst_LMU_Munich,dept_LMU_Munich_Chair_of_Database_Systems_and_Data_Mining,inst_LMU_Munich,part_of,,,,,,,
current_affiliation_author_Bailan_He1_dept_LMU_Munich_Chair_of_Database_Systems_and_Data_Mining,author_Bailan_He1,dept_LMU_Munich_Chair_of_Database_Systems_and_Data_Mining,current_affiliation,,,,,,,
part_of_dept_LMU_Munich_Unknown___Associated_with_relAI_inst_LMU_Munich,dept_LMU_Munich_Unknown___Associated_with_relAI,inst_LMU_Munich,part_of,,,,,,,
current_affiliation_author_Tong_Liu9_dept_LMU_Munich_Unknown___Associated_with_relAI,author_Tong_Liu9,dept_LMU_Munich_Unknown___Associated_with_relAI,current_affiliation,,,,,,,
current_affiliation_author_Haokun_Chen3_inst_University_of_Munich__Ludwig_Maximilians_Universit_t_M_nchen,author_Haokun_Chen3,inst_University_of_Munich__Ludwig_Maximilians_Universit_t_M_nchen,current_affiliation,,,,,,,
past_affiliation_author_Haokun_Chen3_inst_Technical_University_of_Munich,author_Haokun_Chen3,inst_Technical_University_of_Munich,past_affiliation,,,,,,,
past_affiliation_author_Haokun_Chen3_inst_Tongji_University,author_Haokun_Chen3,inst_Tongji_University,past_affiliation,,,,,,,
current_affiliation_author_Georg_Groh2_inst_Technical_University_Munich,author_Georg_Groh2,inst_Technical_University_Munich,current_affiliation,,,,,,,
current_affiliation_author_Philip_Torr1_inst_University_of_Oxford,author_Philip_Torr1,inst_University_of_Oxford,current_affiliation,,,,,,,
current_affiliation_author_Volker_Tresp1_inst_Ludwig_Maximilian_University_of_Munich,author_Volker_Tresp1,inst_Ludwig_Maximilian_University_of_Munich,current_affiliation,,,,,,,
past_affiliation_author_Volker_Tresp1_inst_Siemens_Corporate_Research,author_Volker_Tresp1,inst_Siemens_Corporate_Research,past_affiliation,,,,,,,
past_affiliation_author_Volker_Tresp1_inst_Yale_University,author_Volker_Tresp1,inst_Yale_University,past_affiliation,,,,,,,
part_of_dept_University_of_Oxford_Department_of_Engineering_Science___Torr_Vision_Group_inst_University_of_Oxford,dept_University_of_Oxford_Department_of_Engineering_Science___Torr_Vision_Group,inst_University_of_Oxford,part_of,,,,,,,
current_affiliation_author_Jindong_Gu1_dept_University_of_Oxford_Department_of_Engineering_Science___Torr_Vision_Group,author_Jindong_Gu1,dept_University_of_Oxford_Department_of_Engineering_Science___Torr_Vision_Group,current_affiliation,,,,,,,
current_affiliation_author_Aldan_Creo1_inst_University_of_California__San_Diego,author_Aldan_Creo1,inst_University_of_California__San_Diego,current_affiliation,,,,,,,
current_affiliation_author_Aldan_Creo1_inst_Accenture,author_Aldan_Creo1,inst_Accenture,current_affiliation,,,,,,,
past_affiliation_author_Aldan_Creo1_inst_Universidad_de_Santiago_de_Compostela,author_Aldan_Creo1,inst_Universidad_de_Santiago_de_Compostela,past_affiliation,,,,,,,
current_affiliation_author_Cristina_Correa1_inst_University_of_Sunderland,author_Cristina_Correa1,inst_University_of_Sunderland,current_affiliation,,,,,,,
current_affiliation_author_Zijun_Song2_inst_University_of_the_Chinese_Academy_of_Sciences,author_Zijun_Song2,inst_University_of_the_Chinese_Academy_of_Sciences,current_affiliation,,,,,,,
current_affiliation_author_Zijun_Song2_inst_Dalian_University_of_Technology,author_Zijun_Song2,inst_Dalian_University_of_Technology,current_affiliation,,,,,,,
current_affiliation_author_Changwen_Zheng1_inst_Institute_of_Software__Chinese_Academy_of_Sciences,author_Changwen_Zheng1,inst_Institute_of_Software__Chinese_Academy_of_Sciences,current_affiliation,,,,,,,
past_affiliation_author_Changwen_Zheng1_inst_Huazhong_University_of_Science_and_Technology,author_Changwen_Zheng1,inst_Huazhong_University_of_Science_and_Technology,past_affiliation,,,,,,,
current_affiliation_author_Jiangmeng_Li1_inst_Institute_of_Software__Chinese_Academy_of_Sciences,author_Jiangmeng_Li1,inst_Institute_of_Software__Chinese_Academy_of_Sciences,current_affiliation,,,,,,,
past_affiliation_author_Jiangmeng_Li1_inst_University_of_Chinese_Academy_of_Sciences,author_Jiangmeng_Li1,inst_University_of_Chinese_Academy_of_Sciences,past_affiliation,,,,,,,
past_affiliation_author_Jiangmeng_Li1_inst_Baidu,author_Jiangmeng_Li1,inst_Baidu,past_affiliation,,,,,,,
past_affiliation_author_Jiangmeng_Li1_inst_Rutgers_University,author_Jiangmeng_Li1,inst_Rutgers_University,past_affiliation,,,,,,,
past_affiliation_author_Jiangmeng_Li1_inst_New_York_University,author_Jiangmeng_Li1,inst_New_York_University,past_affiliation,,,,,,,
past_affiliation_author_Jiangmeng_Li1_inst_Xiamen_University,author_Jiangmeng_Li1,inst_Xiamen_University,past_affiliation,,,,,,,
current_affiliation_author_Linhai_Xie1_inst_National_Center_for_Protein_Sciences__Beijing,author_Linhai_Xie1,inst_National_Center_for_Protein_Sciences__Beijing,current_affiliation,,,,,,,
past_affiliation_author_Linhai_Xie1_inst_University_of_Oxford,author_Linhai_Xie1,inst_University_of_Oxford,past_affiliation,,,,,,,
current_affiliation_author_Yujia_Xiang1_inst_Tsinghua_University,author_Yujia_Xiang1,inst_Tsinghua_University,current_affiliation,,,,,,,
current_affiliation_author_Joseph_Kim4_inst_Johns_Hopkins_University,author_Joseph_Kim4,inst_Johns_Hopkins_University,current_affiliation,,,,,,,
current_affiliation_author_Saahith_Potluri1_inst_Johns_Hopkins_University,author_Saahith_Potluri1,inst_Johns_Hopkins_University,current_affiliation,,,,,,,
current_affiliation_author_James_R__M__Black1_inst_Johns_Hopkins_University,author_James_R__M__Black1,inst_Johns_Hopkins_University,current_affiliation,,,,,,,
current_affiliation_author_James_R__M__Black1_inst_The_Francis_Crick_Institute,author_James_R__M__Black1,inst_The_Francis_Crick_Institute,current_affiliation,,,,,,,
past_affiliation_author_James_R__M__Black1_inst_University_College_London__University_of_London,author_James_R__M__Black1,inst_University_College_London__University_of_London,past_affiliation,,,,,,,
current_affiliation_author_Moritz_S__Hanke1_inst_Johns_Hopkins_University,author_Moritz_S__Hanke1,inst_Johns_Hopkins_University,current_affiliation,,,,,,,
current_affiliation_author_Moritz_S__Hanke1_inst_Eberhard_Karls_Universit_t_T_bingen,author_Moritz_S__Hanke1,inst_Eberhard_Karls_Universit_t_T_bingen,current_affiliation,,,,,,,
past_affiliation_author_Moritz_S__Hanke1_inst_Charit____Universit_tsmedizin_Berlin,author_Moritz_S__Hanke1,inst_Charit____Universit_tsmedizin_Berlin,past_affiliation,,,,,,,
current_affiliation_author_Aaron_Maiwald1_inst_University_of_Oxford,author_Aaron_Maiwald1,inst_University_of_Oxford,current_affiliation,,,,,,,
past_affiliation_author_Aaron_Maiwald1_inst_Universit_t_Osnabr_ck,author_Aaron_Maiwald1,inst_Universit_t_Osnabr_ck,past_affiliation,,,,,,,
current_affiliation_author_Tina_Hernandez_Boussard1_inst_Stanford_University,author_Tina_Hernandez_Boussard1,inst_Stanford_University,current_affiliation,,,,,,,
current_affiliation_author_Oliver_M_Crook1_inst_University_of_Oxford,author_Oliver_M_Crook1,inst_University_of_Oxford,current_affiliation,,,,,,,
